customer_id,age,gender,subscription_length_months,monthly_charge,total_charges,contract_type,payment_method,paperless_billing,tech_support,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,internet_service_type,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,avg_monthly_gb_download_6_months,avg_monthly_gb_download_12_months,monthly_usage_gb,overage_fees,roaming_charges,international_plan,voice_mail_plan,number_vmail_messages,number_customer_service_calls,number_calls_placed,number_calls_received,total_minutes_used,total_data_used_gb,avg_call_duration_minutes,avg_call_duration_6_months,avg_call_duration_12_months,payment_delay_days,late_payment_count,missed_payment_count,contract_renewal_days,days_since_last_upgrade,days_since_last_downgrade,days_since_last_complaint,complaint_count,positive_feedback_count,negative_feedback_count,social_media_mentions,satisfaction_score,churn
229,47,F,34,136.37,1247.79,One year,Electronic check,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Fiber optic,Yes,No,No,59.4,181.8,49.9,1257.0,39.93,18.25,No,Yes,17,5,75,92,1085,89.2,9.2,16.1,5.0,8,0,0,100,367,174,62,6,2,3,5,8,No
230,79,M,40,102.77,4805.1,Month-to-month,Credit card,No,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Yes,Yes,Yes,85.3,193.9,163.4,1749.0,2.32,14.61,No,No,47,17,59,14,2234,94.0,11.9,8.6,5.9,19,1,0,675,120,48,16,8,3,4,6,9,Yes
231,28,F,27,99.81,1024.78,Two year,Electronic check,No,Yes,No,No,No,No,Yes,Yes,No,Yes,DSL,No,Yes,No,37.2,34.7,22.1,441.0,7.93,16.57,No,No,3,2,84,74,2962,44.7,19.4,13.6,18.5,23,1,2,554,109,154,58,4,3,3,6,4,Yes
232,75,F,13,28.66,4759.58,One year,Credit card,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,22.2,44.6,165.9,2296.0,19.9,14.92,Yes,No,32,7,79,17,541,65.6,19.7,18.8,15.4,10,2,0,203,330,27,87,7,4,4,3,4,Yes
233,72,F,45,87.39,4974.36,Month-to-month,Electronic check,No,Yes,No,Yes,No,No,No,No,No,Yes,Fiber optic,Yes,No,No,144.6,105.1,120.5,2233.0,11.5,12.61,Yes,Yes,13,3,43,3,2944,39.0,9.5,1.4,11.5,4,3,2,119,60,189,94,1,2,1,9,7,Yes
234,45,M,33,39.52,3573.03,One year,Credit card,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,DSL,No,No,No,53.5,18.3,37.4,2710.0,16.9,8.54,Yes,Yes,43,3,1,87,1327,35.1,17.1,1.2,5.8,18,2,1,397,433,15,15,5,4,2,9,5,No
235,42,M,6,115.87,4906.66,Month-to-month,Electronic check,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,DSL,No,Yes,Yes,164.0,87.3,108.4,25.0,49.91,18.04,Yes,No,41,16,22,10,1810,43.2,6.7,15.6,3.1,20,4,1,830,263,86,57,7,2,0,4,10,Yes
236,56,M,24,86.59,2869.22,Month-to-month,Credit card,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,199.1,116.4,56.5,650.0,41.27,13.02,Yes,No,31,4,92,5,638,74.3,8.1,13.3,18.1,17,0,0,348,267,173,63,8,0,1,3,1,Yes
237,79,F,19,108.43,1334.73,Two year,Bank transfer,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,DSL,Yes,Yes,Yes,15.3,104.4,64.7,2482.0,44.2,7.97,No,No,3,13,45,50,435,50.1,4.1,6.6,18.0,10,2,1,853,434,173,49,3,3,3,9,8,No
238,50,M,16,25.42,2213.13,One year,Credit card,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,Yes,No,94.6,66.2,70.3,2012.0,46.85,1.67,Yes,No,19,14,72,57,2260,81.4,5.0,10.4,3.1,26,2,1,580,499,167,84,3,4,4,5,4,Yes
239,18,M,40,31.02,2988.13,Two year,Credit card,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,160.4,108.5,12.7,2683.0,17.05,5.81,Yes,No,20,11,53,59,1429,74.5,13.5,1.8,16.1,10,0,1,89,449,82,25,6,1,2,6,8,No
240,74,M,28,113.12,411.75,One year,Credit card,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Fiber optic,Yes,Yes,No,157.8,191.8,197.2,172.0,14.85,10.87,No,No,2,12,70,17,2865,2.0,10.7,4.7,9.5,5,0,0,156,296,33,16,3,2,4,1,2,Yes
241,44,F,33,29.37,3130.6,Two year,Electronic check,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,DSL,Yes,No,No,152.0,41.2,6.3,1791.0,11.7,5.51,No,No,24,17,92,78,961,63.0,5.4,9.1,7.2,0,1,1,112,405,137,45,4,0,3,9,4,Yes
242,79,F,59,29.26,4906.83,One year,Electronic check,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Fiber optic,No,Yes,Yes,69.8,131.0,132.5,1707.0,41.51,4.42,No,No,3,13,80,66,1157,43.7,8.7,16.8,15.0,21,1,0,975,126,0,67,1,1,3,2,2,Yes
243,74,M,59,21.57,991.03,Two year,Electronic check,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,90.8,8.7,74.2,107.0,33.98,10.55,No,Yes,46,18,8,16,916,45.7,8.1,10.1,12.7,28,0,2,615,136,65,49,1,0,0,7,5,No
244,69,M,48,144.35,3973.35,Month-to-month,Bank transfer,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,DSL,No,Yes,Yes,119.0,13.3,129.2,1541.0,11.81,3.4,No,Yes,10,6,69,96,2962,81.8,19.8,12.1,15.8,20,2,2,676,77,114,42,9,0,1,6,10,Yes
245,30,M,41,115.88,4544.1,One year,Bank transfer,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,DSL,Yes,No,Yes,194.8,110.4,71.2,1829.0,18.85,16.01,Yes,Yes,15,5,43,33,2468,54.8,17.2,17.6,2.4,28,4,0,919,206,144,47,4,2,2,0,10,Yes
246,58,M,13,65.92,4721.32,One year,Credit card,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,No,Yes,No,65.5,21.0,134.8,574.0,25.34,9.69,Yes,Yes,35,4,83,29,2366,88.6,8.4,6.9,7.1,8,2,0,603,394,46,67,9,0,0,3,8,No
247,20,F,43,58.55,4802.67,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,184.6,4.5,145.8,820.0,26.41,11.48,Yes,No,5,3,73,18,2235,71.3,18.4,14.3,7.1,28,4,1,542,396,23,18,9,4,4,4,7,Yes
248,56,F,45,65.46,2631.23,Two year,Credit card,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,DSL,Yes,Yes,Yes,53.9,34.3,138.1,1921.0,44.44,2.95,Yes,Yes,30,17,72,8,1499,55.3,7.5,17.4,7.3,29,0,2,94,183,177,24,1,1,1,2,5,No
249,23,F,25,120.7,4887.67,One year,Credit card,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,DSL,Yes,Yes,No,197.8,113.0,22.8,1405.0,19.03,6.49,Yes,Yes,39,13,11,39,2209,75.5,13.7,4.8,10.5,6,4,1,212,411,103,71,5,0,2,3,7,Yes
250,25,F,53,105.98,3798.69,One year,Credit card,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,134.1,140.7,131.4,2574.0,45.43,8.2,No,No,12,15,96,43,128,3.8,19.4,7.8,6.4,5,1,2,864,88,28,17,5,0,4,9,5,Yes
251,44,M,42,44.08,850.27,Two year,Bank transfer,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Fiber optic,No,Yes,No,92.7,40.5,56.0,1027.0,22.07,16.16,Yes,Yes,22,19,31,94,303,2.7,8.4,19.6,9.4,26,0,1,83,319,71,50,7,3,2,9,7,No
252,26,M,36,42.63,2410.66,Month-to-month,Electronic check,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Fiber optic,Yes,Yes,No,122.7,133.7,5.8,800.0,37.32,15.4,Yes,Yes,3,13,33,58,916,8.3,13.9,19.7,8.0,27,3,1,265,228,85,17,0,3,2,9,4,Yes
253,79,M,27,32.79,3605.74,Two year,Bank transfer,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Fiber optic,No,Yes,No,54.5,36.5,83.0,2955.0,46.51,4.46,No,Yes,36,4,82,90,1185,43.8,6.6,5.2,15.0,22,4,2,918,63,103,57,6,4,1,6,4,No
254,54,F,38,105.84,1274.33,Two year,Credit card,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,DSL,Yes,No,No,54.8,122.7,86.7,2733.0,45.38,12.32,No,Yes,41,10,32,24,921,23.5,6.1,2.3,12.5,9,4,1,641,325,140,63,6,3,4,7,10,Yes
255,50,M,7,119.37,3221.05,Two year,Credit card,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,22.7,82.4,93.4,87.0,2.85,4.87,Yes,Yes,36,11,63,70,1059,98.4,11.9,6.1,13.4,4,3,2,988,54,191,70,8,0,0,8,4,Yes
256,68,F,5,54.46,3349.67,One year,Bank transfer,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,DSL,No,Yes,No,22.8,130.8,141.0,2312.0,10.29,19.76,Yes,No,43,17,47,52,1250,54.2,19.6,8.6,5.0,0,3,0,467,292,155,56,3,0,0,1,8,No
257,59,F,43,22.72,855.36,Month-to-month,Credit card,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber optic,Yes,Yes,Yes,69.5,199.0,61.8,331.0,23.85,19.04,No,No,32,3,15,47,2198,66.2,9.6,9.4,7.2,14,0,1,1033,416,132,16,6,1,0,3,1,No
258,61,M,45,30.68,2847.17,Month-to-month,Credit card,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,152.6,187.6,63.1,82.0,21.58,11.27,Yes,No,41,12,49,70,592,27.9,18.8,12.8,1.4,24,2,2,723,280,73,58,5,3,2,0,10,Yes
259,41,M,58,145.82,3869.55,Two year,Bank transfer,Yes,No,No,Yes,No,No,No,No,Yes,No,DSL,No,Yes,Yes,121.6,0.9,12.1,821.0,32.04,13.98,No,Yes,28,19,22,83,2094,32.2,18.4,18.1,3.1,4,3,2,992,369,136,66,3,2,3,2,5,Yes
260,32,M,57,58.41,2519.53,One year,Bank transfer,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,Yes,No,Yes,20.5,177.1,137.4,808.0,47.24,16.03,Yes,Yes,36,12,25,52,939,33.5,5.8,7.3,6.0,19,4,1,553,278,141,85,9,3,1,7,10,Yes
261,76,F,51,120.0,109.91,Two year,Bank transfer,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,170.4,13.3,113.6,2458.0,5.62,14.42,No,Yes,18,3,53,48,2707,69.9,8.6,17.1,2.2,5,3,2,433,187,101,14,7,0,0,6,2,No
262,71,M,31,101.21,94.74,One year,Credit card,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,120.3,190.6,69.9,2132.0,22.59,14.0,No,No,19,6,43,42,2278,47.4,13.2,2.8,12.5,4,0,1,372,439,137,94,2,1,1,7,10,Yes
263,49,F,23,69.65,1817.3,One year,Credit card,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,192.2,56.4,141.0,2945.0,9.62,19.17,No,Yes,31,1,36,99,1562,51.8,10.8,1.8,20.0,16,0,1,829,190,160,99,7,3,2,5,4,Yes
264,49,M,42,46.74,4634.66,One year,Electronic check,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,DSL,Yes,No,Yes,134.0,76.4,107.5,2135.0,44.71,11.93,Yes,Yes,43,17,8,18,1001,59.2,2.8,10.6,2.9,17,4,0,243,391,74,25,4,1,1,4,5,Yes
265,41,F,10,35.78,1181.95,One year,Electronic check,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,DSL,No,Yes,No,35.0,18.3,93.8,1255.0,48.23,12.73,No,Yes,15,5,93,65,2212,76.9,19.9,2.1,16.6,3,4,0,1053,272,39,47,3,3,0,9,8,No
266,58,F,32,99.95,3190.1,Month-to-month,Bank transfer,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,94.8,22.5,102.3,2097.0,23.94,16.99,No,Yes,4,15,12,33,2771,9.0,15.3,8.5,3.3,23,4,0,351,94,133,13,2,4,0,8,2,Yes
267,69,M,43,120.7,1149.28,One year,Electronic check,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,DSL,Yes,No,No,129.7,145.3,127.3,2998.0,5.2,13.4,Yes,No,48,2,59,80,2867,77.7,9.3,18.0,13.7,20,2,1,813,89,16,80,9,0,2,4,2,No
268,66,F,53,103.71,1642.27,One year,Credit card,Yes,No,No,No,No,No,No,Yes,Yes,No,DSL,Yes,Yes,Yes,5.7,188.9,132.0,2130.0,39.26,14.66,Yes,No,45,14,79,87,1610,56.3,12.7,5.6,13.2,22,4,1,885,246,163,8,6,0,2,8,2,Yes
269,79,F,30,88.94,4247.81,Two year,Electronic check,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,3.0,122.1,57.8,2285.0,34.86,4.68,Yes,Yes,11,19,1,72,1627,66.9,2.7,14.4,18.2,1,0,2,209,440,69,6,6,2,4,3,8,Yes
270,66,M,39,25.45,3657.86,Two year,Credit card,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,25.9,143.2,28.1,2815.0,17.73,7.43,No,No,44,9,94,53,1597,32.8,10.4,6.7,3.2,7,0,0,409,74,60,90,5,0,2,4,3,Yes
271,75,F,31,145.9,522.23,Month-to-month,Bank transfer,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber optic,Yes,No,No,50.3,152.4,31.3,341.0,44.37,2.95,No,No,20,8,59,0,1103,40.9,18.7,1.9,7.0,4,3,0,962,61,110,91,2,2,3,0,5,No
272,69,M,18,123.83,2172.08,Two year,Bank transfer,No,No,No,Yes,Yes,No,No,No,No,Yes,Fiber optic,Yes,Yes,No,85.9,52.6,127.9,2114.0,48.79,10.12,No,No,13,10,56,91,2187,23.1,18.0,11.6,2.7,3,4,2,479,221,176,54,8,0,3,5,2,Yes
273,29,F,36,58.07,194.39,One year,Credit card,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,97.5,9.0,174.6,2552.0,27.89,9.11,Yes,Yes,36,13,42,54,2447,97.9,7.4,16.9,8.7,24,2,0,160,266,196,11,1,3,0,2,6,No
274,79,M,2,147.4,2430.41,Two year,Electronic check,No,No,Yes,No,No,Yes,No,Yes,No,No,DSL,Yes,No,Yes,27.6,0.4,81.9,2863.0,28.29,19.94,Yes,No,21,11,18,14,1955,49.7,11.1,8.8,18.3,21,1,0,933,450,82,16,2,3,2,9,10,No
275,56,M,14,98.24,3329.05,Month-to-month,Bank transfer,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,DSL,No,No,Yes,134.7,70.1,33.9,633.0,14.88,12.22,No,No,29,6,10,84,129,99.6,14.3,12.7,15.8,13,3,0,359,423,198,72,0,4,3,1,6,Yes
276,19,F,13,95.71,636.59,Two year,Bank transfer,No,No,No,Yes,Yes,No,No,Yes,No,Yes,DSL,Yes,Yes,Yes,119.2,48.3,151.3,1512.0,29.23,15.73,Yes,Yes,22,10,77,14,2813,49.0,7.5,18.1,14.7,3,2,2,666,423,23,7,6,3,3,5,2,Yes
277,20,F,29,117.25,1479.98,Two year,Electronic check,Yes,No,No,No,No,No,Yes,No,Yes,No,DSL,No,No,No,58.9,12.5,166.5,2042.0,21.98,6.68,Yes,No,4,16,46,22,2493,22.0,2.2,16.0,11.1,7,4,0,82,120,50,90,1,1,4,0,4,Yes
278,66,F,12,125.53,2019.29,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Fiber optic,No,No,Yes,2.7,35.9,176.1,742.0,15.11,16.63,No,No,28,8,88,65,28,50.7,10.6,4.7,17.8,2,2,1,497,311,169,41,9,3,2,8,2,Yes
279,54,F,39,105.34,4601.68,Month-to-month,Credit card,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Fiber optic,No,No,Yes,15.5,24.9,121.4,1801.0,3.36,12.3,No,No,29,12,62,45,1225,4.0,12.4,14.9,9.5,13,1,0,669,308,146,75,7,2,4,4,10,No
280,66,F,2,36.65,4966.61,One year,Electronic check,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,DSL,Yes,Yes,Yes,78.3,183.0,172.1,773.0,12.64,13.94,Yes,Yes,17,15,6,99,1260,90.5,1.1,10.5,3.8,28,2,1,442,340,61,36,8,4,1,6,4,Yes
281,73,M,32,63.97,272.31,Two year,Electronic check,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,DSL,No,Yes,Yes,30.8,28.1,3.1,1000.0,9.89,5.89,No,Yes,45,2,78,8,1631,81.9,2.8,15.2,16.9,25,1,0,1067,482,66,19,1,1,4,9,7,Yes
282,34,F,13,140.65,3816.99,One year,Electronic check,No,Yes,No,No,Yes,No,No,Yes,No,No,DSL,No,Yes,No,75.4,107.5,21.4,1325.0,27.1,10.97,Yes,No,49,4,93,65,798,72.6,4.9,10.4,6.3,17,1,1,525,27,29,0,5,1,1,8,5,No
283,76,M,46,49.2,1890.03,Two year,Credit card,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,DSL,No,No,No,125.6,118.6,18.5,1588.0,30.08,12.68,Yes,Yes,0,16,30,65,1362,61.0,7.6,3.4,2.0,22,1,0,397,341,106,8,0,0,1,8,10,Yes
284,66,M,27,68.38,1992.67,Two year,Credit card,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,109.4,108.7,142.5,1348.0,30.43,11.78,No,Yes,38,0,87,17,1422,58.0,11.3,11.8,3.4,29,2,1,568,425,165,23,7,2,2,6,4,No
285,19,F,49,76.17,3783.61,One year,Bank transfer,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,DSL,No,Yes,Yes,46.2,19.8,13.9,1480.0,19.41,18.3,No,Yes,16,8,54,16,2336,99.7,6.6,10.4,12.6,11,4,1,666,370,133,33,4,3,1,3,10,Yes
286,19,M,41,77.12,4596.21,Two year,Credit card,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Fiber optic,Yes,No,No,68.8,63.8,99.3,896.0,21.06,17.97,Yes,No,2,16,24,71,99,27.8,6.2,10.8,12.5,14,0,0,544,301,110,35,8,3,1,3,10,Yes
287,45,M,17,99.68,4757.1,Two year,Bank transfer,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,DSL,No,No,No,122.8,10.3,94.5,477.0,41.71,19.42,Yes,No,41,12,71,97,1939,78.0,17.5,17.7,5.9,19,0,2,510,273,149,3,2,0,4,6,3,Yes
288,71,M,40,142.6,2906.76,Two year,Electronic check,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,DSL,No,Yes,Yes,172.2,79.1,62.1,142.0,23.81,13.35,No,Yes,6,14,29,33,421,58.1,3.8,18.0,14.8,19,2,0,443,22,120,28,1,3,2,7,6,No
289,40,M,31,51.29,1817.75,Month-to-month,Bank transfer,No,No,No,No,Yes,No,Yes,No,No,Yes,DSL,Yes,No,No,150.6,37.7,174.1,588.0,49.39,19.44,Yes,No,26,7,35,68,2690,97.6,10.4,9.6,15.7,25,4,2,257,409,10,86,6,1,2,6,2,Yes
290,54,F,34,35.8,3948.37,One year,Bank transfer,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,110.7,112.3,34.1,1746.0,21.98,16.65,Yes,Yes,27,7,49,63,693,82.8,19.1,9.7,18.5,8,0,2,166,98,71,98,6,3,1,9,4,Yes
291,49,M,24,45.67,1292.46,Month-to-month,Electronic check,No,Yes,No,Yes,No,No,No,No,No,Yes,DSL,No,Yes,Yes,72.5,138.6,70.5,2358.0,32.48,5.42,Yes,Yes,43,1,13,43,705,99.9,12.9,10.8,12.1,1,1,2,820,284,90,15,9,3,4,3,8,Yes
292,50,F,45,135.3,2842.17,One year,Bank transfer,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,73.0,106.4,154.8,508.0,2.52,8.55,Yes,No,30,9,28,28,17,58.8,14.6,10.9,15.8,0,2,2,864,307,28,7,4,1,4,3,2,Yes
293,18,F,35,103.96,1824.96,One year,Credit card,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Fiber optic,No,No,No,175.9,86.8,6.1,326.0,32.67,4.77,Yes,Yes,14,4,26,61,2518,20.5,9.2,19.1,15.3,14,2,2,501,109,118,90,6,2,4,7,9,Yes
294,36,M,48,57.17,3300.32,Two year,Credit card,Yes,No,No,Yes,Yes,No,No,No,No,Yes,DSL,Yes,No,No,7.8,77.5,134.6,2248.0,42.57,0.08,No,Yes,47,15,49,91,2770,50.4,1.4,13.3,5.9,22,3,2,547,202,118,38,5,2,4,8,2,Yes
295,79,F,6,126.07,1239.97,One year,Credit card,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Fiber optic,Yes,Yes,No,197.6,168.3,163.3,915.0,47.12,3.76,Yes,Yes,7,18,35,15,1030,71.1,13.3,6.3,6.9,14,3,0,334,105,7,57,8,1,0,6,8,Yes
296,19,F,19,131.98,998.39,Month-to-month,Credit card,No,No,No,No,No,No,No,Yes,No,No,Fiber optic,No,Yes,Yes,132.9,43.9,186.5,2854.0,49.87,0.08,Yes,Yes,5,0,33,77,2466,77.4,13.0,11.1,10.1,27,3,1,684,45,79,11,2,1,1,2,8,Yes
297,70,F,30,130.05,4595.28,Month-to-month,Bank transfer,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Fiber optic,No,Yes,No,136.2,146.8,175.3,2143.0,14.11,14.4,No,No,27,12,20,51,379,0.1,3.1,12.9,1.4,7,4,1,210,256,162,43,3,4,1,9,7,Yes
298,61,M,7,139.46,553.93,Month-to-month,Bank transfer,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,DSL,Yes,Yes,No,7.6,151.5,63.9,980.0,28.77,8.51,No,Yes,3,3,37,1,2555,50.5,9.8,13.2,6.7,2,2,0,59,446,71,3,8,4,1,0,10,Yes
299,43,F,10,52.79,2554.49,One year,Electronic check,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,121.1,83.8,117.3,869.0,22.54,6.25,No,No,29,6,74,60,113,23.5,18.4,12.1,10.0,1,3,0,1001,143,199,24,9,3,2,4,6,Yes
300,49,F,41,118.16,1143.22,Month-to-month,Bank transfer,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Fiber optic,No,Yes,No,97.0,59.5,15.5,1571.0,28.19,15.23,Yes,Yes,42,0,96,3,2899,87.5,4.9,4.4,3.1,3,2,0,794,24,172,69,7,3,2,5,1,Yes
301,23,F,32,79.87,242.7,One year,Bank transfer,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,DSL,Yes,Yes,Yes,21.2,94.1,51.6,237.0,7.87,16.65,Yes,No,16,1,78,51,2558,15.3,9.8,1.6,3.4,17,1,2,69,61,32,66,9,4,4,8,2,Yes
302,49,M,34,129.46,228.29,Month-to-month,Bank transfer,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,DSL,No,No,Yes,55.6,18.6,18.8,353.0,42.81,19.51,No,Yes,33,15,75,40,1619,66.6,9.8,7.4,9.8,11,3,2,216,229,4,38,5,3,2,4,7,Yes
303,72,F,28,114.7,917.35,Month-to-month,Electronic check,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Fiber optic,Yes,Yes,No,178.1,9.2,63.0,528.0,45.48,12.84,No,Yes,5,13,87,51,850,26.6,16.4,9.1,14.9,17,2,1,348,81,189,23,2,2,3,0,4,Yes
304,21,M,15,120.94,4340.51,One year,Credit card,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Fiber optic,No,Yes,No,110.0,22.3,175.0,2324.0,22.48,9.23,No,No,35,4,49,30,1896,35.7,16.7,2.2,16.8,20,4,0,761,335,164,84,8,2,1,3,9,No
305,72,M,30,105.3,1448.27,Month-to-month,Bank transfer,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Fiber optic,No,Yes,No,82.7,37.4,69.4,1542.0,14.02,6.11,No,No,34,13,36,25,975,94.1,15.4,16.5,11.4,9,4,1,921,210,144,5,8,0,1,1,3,Yes
306,28,M,37,43.07,4754.77,Two year,Electronic check,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Fiber optic,No,Yes,No,14.5,100.8,112.4,32.0,7.04,4.45,No,Yes,38,16,74,26,2661,24.0,7.9,7.5,10.0,20,4,1,353,399,21,96,5,4,0,3,4,No
307,73,M,29,90.85,2929.03,One year,Electronic check,No,No,No,No,No,Yes,No,Yes,No,Yes,DSL,Yes,Yes,No,142.8,169.8,86.7,2021.0,34.19,4.26,Yes,Yes,38,11,18,50,2516,9.5,2.4,18.4,8.3,7,3,2,972,196,77,71,1,2,0,6,3,Yes
308,76,M,22,148.01,2211.24,One year,Electronic check,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,140.6,47.1,91.8,1271.0,15.61,8.18,No,Yes,15,19,0,97,92,6.9,7.6,3.9,4.7,24,4,2,685,346,159,32,6,0,3,8,7,No
309,34,M,4,141.86,2921.44,One year,Credit card,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,122.8,187.0,193.9,1533.0,45.48,19.84,Yes,Yes,1,11,80,94,1515,50.5,13.9,2.1,3.8,17,0,1,203,491,13,47,8,1,0,2,2,Yes
310,55,F,20,25.61,2607.66,Two year,Bank transfer,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,102.1,191.0,59.2,642.0,33.55,0.02,Yes,Yes,7,2,39,47,1125,64.2,14.4,10.2,16.0,16,1,2,714,197,147,66,8,2,4,2,10,No
311,41,M,32,41.43,3805.94,One year,Electronic check,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Fiber optic,No,No,No,86.8,191.8,125.5,1655.0,32.28,3.94,No,No,14,1,54,10,492,32.7,19.3,4.6,9.8,18,2,2,1094,376,149,1,2,0,4,3,2,Yes
312,22,F,36,37.12,1448.36,Month-to-month,Credit card,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,DSL,No,Yes,Yes,118.7,167.5,84.0,2937.0,27.97,3.77,No,No,26,14,79,7,2810,69.0,9.6,18.8,16.0,5,0,2,438,161,29,37,1,3,1,6,2,Yes
313,69,F,50,114.38,1797.6,Month-to-month,Electronic check,No,No,No,Yes,No,No,No,Yes,Yes,Yes,DSL,No,No,No,46.7,72.8,12.2,220.0,2.29,14.34,No,Yes,15,10,25,11,1508,6.1,13.0,1.2,14.4,13,3,1,209,207,181,39,4,0,4,5,4,Yes
314,51,M,4,126.31,4475.77,Month-to-month,Electronic check,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,No,188.3,14.5,97.9,852.0,46.6,7.05,No,No,0,9,42,98,2526,85.7,11.2,8.8,4.7,4,2,1,883,308,160,55,9,2,0,4,8,Yes
